Name,Latitude,Longitude,Country,State/Province
Geonoma,-18.074722,-39.660556,Brazil,Bahia
Geonoma,-9.445278,-64.78,Brazil,Rondônia
Geonoma,-9.445278,-64.78,Brazil,Rondônia
Geonoma,-9.445278,-64.779722,Brazil,Ro
Geonoma,-9.445278,-64.779722,Brazil,Ro
Geonoma,-9.948861,-56.060083,Brazil,Mato Grosso
Geonoma,-16.851944,-39.276944,Brazil,Bahia
Geonoma,-25.8494,-48.5606,Brazil,Paraná
Geonoma,-15.159722,-39.054722,Brazil,Bahia
Geonoma,-15.159722,-39.054722,Brazil,Bahia
Geonoma,-22.436361,-42.026167,Brazil,Rio de Janeiro
Geonoma,-22.436361,-42.026167,Brazil,Rio de Janeiro
Geonoma,-15.155,-39.097222,Brazil,Bahia
Geonoma,-15.155,-39.097222,Brazil,Bahia
Geonoma,-14.932056,-60.022694,Brazil,Mato Grosso
Geonoma,-25.810972,-48.914056,Brazil,Pr
Geonoma,-2.14,-59.982778,Brazil,Amazonas
Geonoma,-2.14,-59.982778,Brazil,Amazonas
Geonoma,-9.334444,-56.810556,Brazil,Mato Grosso
Geonoma,-26.927778,-49.050556,Brazil,Santa Catarina
Geonoma,-15.159722,-39.054722,Brazil,Bahia
Geonoma,-15.614972,-42.739056,Brazil,Minas Gerais
Geonoma,-15.601417,-42.739333,Brazil,Minas Gerais
Geonoma,0.946944,-61.856111,Brazil,Roraima
Geonoma,-15.159722,-39.054722,Brazil,Bahia
Geonoma,0,-67.3403,Brazil,Amazonas
Geonoma,0,-67.3403,Brazil,Amazonas
Geonoma,-27.1875,-48.5525,Brazil,Santa Catarina
Geonoma,-9.2325,-64.33,Brazil,Rondônia
Geonoma,-24.810139,-47.86925,Brazil,Sp
Geonoma,-24.8075,-47.84725,Brazil,Sp
Geonoma,-12.016667,-38.016667,Brazil,Bahia
Geonoma,-12.016667,-38.016667,Brazil,Bahia
Geonoma,-9.2325,-64.3275,Brazil,Ro
Geonoma,-24.171389,-48.1425,Brazil,Sp
Geonoma,-22.436944,-42.051944,Brazil,Rio de Janeiro
Geonoma,0,-68.2461,Brazil,Amazonas
Geonoma,0,-68.2461,Brazil,Amazonas
Geonoma,-9.2325,-64.3275,Brazil,Rondônia
Geonoma,-19.018889,-43.719722,Brazil,Mg
Geonoma,-19.046389,-43.708056,Brazil,Mg
Geonoma,-8.711389,-35.841667,Brazil,Pernambuco
Geonoma,-9.399444,-64.84,Brazil,Rondônia
Geonoma,-9.399444,-64.84,Brazil,Rondônia
Geonoma,-14.701667,-39.603333,Brazil,Bahia
Geonoma,-14.701667,-39.603333,Brazil,Bahia
Geonoma,-14.701667,-39.603333,Brazil,Bahia
Geonoma,-9.399444,-64.839722,Brazil,Ro
Geonoma,-9.399444,-64.839722,Brazil,Ro
Geonoma,-9.3994,-64.8397,Brazil,Rondônia
Geonoma,-24.18,-47.92,Brazil,
Geonoma,-24.18,-47.92,Brazil,
Geonoma,-24.18,-47.92,Brazil,
Geonoma,-24.18,-47.92,Brazil,
Geonoma,-9.991667,-57.81,Brazil,Mato Grosso
Geonoma,-9.38,-57.893889,Brazil,Mato Grosso
Geonoma,-9.857778,-57.808889,Brazil,Mato Grosso
Geonoma,-19.378889,-39.920556,Brazil,Espírito Santo
Geonoma,-19.395278,-40.933056,Brazil,Espírito Santo
Geonoma,-19.198055,-43.251389,Brazil,Minas Gerais
Geonoma,-18.373306,-40.876639,Brazil,Espírito Santo
Geonoma,-6.040833,-50.294444,Brazil,Pará
Geonoma,-15.827777,-48.068611,Brazil,Df
Geonoma,-15.827778,-48.068611,Brazil,Distrito Federal
Geonoma,-27.005278,-49.070556,Brazil,Santa Catarina
Geonoma,-13.717056,-39.637139,Brazil,Bahia
Geonoma,-0.638965,-61.477641,Brazil,Roraima
Geonoma,-0.638948,-61.477587,Brazil,Roraima
Geonoma,-21.875278,-41.913611,Brazil,Rio de Janeiro
Geonoma,0.788333,-66.020833,Brazil,Amazonas
Geonoma,-9.247778,-64.7,Brazil,Rondônia
Geonoma,-9.527222,-64.82,Brazil,Rondônia
Geonoma,-13.885,-40.618889,Brazil,Bahia
Geonoma,-13.673056,-39.793333,Brazil,Bahia
Geonoma,-13.685833,-39.793056,Brazil,Bahia
Geonoma,-22.461983,-43.028433,Brazil,Rio de Janeiro
Geonoma,-9.527222,-64.817222,Brazil,Ro
Geonoma,-9.247778,-64.703611,Brazil,Ro
Geonoma,-0.659044,-61.449973,Brazil,Amazonas
Geonoma,-0.659044,-61.449973,Brazil,Amazonas
Geonoma,-18.743889,-39.806944,Brazil,Espírito Santo
Geonoma,-13.673056,-39.793333,Brazil,Bahia
Geonoma,-9.527222,-64.817222,Brazil,Rondônia
Geonoma,-9.2478,-64.7036,Brazil,Rondônia
Geonoma,-5.619722,-57.28,Brazil,Pará
Geonoma,-25.675417,-48.471194,Brazil,Pr
Geonoma,-26.061028,-48.623278,Brazil,Sc
Geonoma,-20.2554,-43.854939,Brazil,Minas Gerais
Geonoma,-26.137277,-48.990277,Brazil,Santa Catarina
Geonoma,-14.026389,-60.336111,Brazil,Mato Grosso
Geonoma,-9.440555,-64.785,Brazil,Ro
Geonoma,-17.406167,-41.515556,Brazil,Minas Gerais
Geonoma,-21.868611,-41.350611,Brazil,Espírito Santo
Geonoma,-21.08908,-41.35061,Brazil,Espírito Santo
Geonoma,-26.393333,-48.610556,Brazil,Santa Catarina
Geonoma,-13.987778,-41.086111,Brazil,Bahia
Geonoma,-13.987778,-41.086111,Brazil,Bahia
Geonoma,-12.854444,-39.475833,Brazil,Bahia
Geonoma,-26.634444,-48.96,Brazil,Santa Catarina
Geonoma,-22.575278,-45.321667,Brazil,Minas Gerais
Geonoma,-10.283333,-67.133333,Brazil,
Geonoma,-10.295,-67.133611,Brazil,Acre
Geonoma,-14.534722,-42.522778,Brazil,Bahia
Geonoma,-1.414972,-48.403889,Brazil,Pará
Geonoma,-15.395833,-39.566111,Brazil,Bahia
Geonoma,-22.416667,-42.983333,Brazil,Rio de Janeiro
Geonoma,-22.416667,-42.983333,Brazil,Rio de Janeiro
Geonoma,-22.416667,-42.983333,Brazil,Rio de Janeiro
Geonoma,-22.416667,-42.983333,Brazil,Rio de Janeiro
Geonoma,-22.416667,-42.983333,Brazil,Rio de Janeiro
Geonoma,-1.413889,-48.401389,Brazil,Pará
Geonoma,-15.395833,-39.566111,Brazil,Bahia
Geonoma,-22.4575,-42.931944,Brazil,Rio de Janeiro
Geonoma,-0.80034,-61.56,Brazil,Roraima
Geonoma,-3.275,-55.144722,Brazil,Pará
Geonoma,-3.386944,-55.207222,Brazil,Pará
Geonoma,-3.386389,-55.206111,Brazil,Pará
Geonoma,-4.601111,-56.43,Brazil,Pará
Geonoma,-4.676389,-56.460556,Brazil,Pará
Geonoma,-4.539167,-56.315,Brazil,Pará
Geonoma,-4.623889,-56.388611,Brazil,Pará
Geonoma,-4.62389,-56.38861,Brazil,
